,Price (in rupees),Carpet Area
694,16213.0,808.0
695,13273.0,1100.0
696,16949.0,1062.0
697,9453.0,2010.0
698,13727.0,820.0
699,13691.0,1168.0
700,18700.0,1123.0
701,5054.0,930.0
702,14778.0,1015.0
703,3286.0,700.0
704,11429.0,710.0
705,15976.0,309.0
706,7143.0,467.0
707,14528.0,413.0
708,6316.0,665.0
709,0.0,385.0
710,12171.0,761.0
711,8091.0,778.0
712,11558.0,680.0
713,4274.0,585.0
714,4500.0,1000.0
715,5263.0,443.0
716,4275.0,655.0
717,4516.0,440.0
718,8235.0,425.0
719,21250.0,1350.0
720,0.0,765.0
721,0.0,447.0
722,3176.0,850.0
723,0.0,702.0
724,0.0,450.0
725,12400.0,960.0
726,7647.0,340.0
727,10615.0,444.0
728,9820.0,437.0
729,4412.0,702.0
730,6116.0,654.0
731,17034.0,950.0
732,18250.0,1850.0
733,10417.0,727.0
734,7098.0,638.0
735,13067.0,750.0
736,8184.0,600.0
737,13192.0,1153.0
738,7286.0,490.0
739,4000.0,320.0
740,15942.0,1294.0
741,4822.0,985.0
742,13307.0,1153.0
743,4074.0,475.0
744,10333.0,437.0
745,0.0,458.0
746,16250.0,400.0
747,4040.0,495.0
748,5500.0,400.0
749,11724.0,460.0
750,9611.0,900.0
751,7395.0,585.0
752,14286.0,795.0
753,13745.0,975.0
754,13131.0,495.0
755,11207.0,667.0
756,3067.0,364.0
757,3765.0,425.0
758,17240.0,1700.0
759,14455.0,690.0
760,10513.0,640.0
761,0.0,770.0
762,0.0,300.0
763,11429.0,350.0
764,4823.0,477.0
765,0.0,480.0
766,20000.0,700.0
767,7333.0,750.0
768,5566.0,530.0
769,11000.0,672.0
770,7647.0,455.0
771,9783.0,600.0
772,11349.0,775.0
773,15417.0,760.0
774,9167.0,430.0
775,9508.0,410.0
776,3908.0,420.0
777,0.0,950.0
778,10000.0,645.0
779,9333.0,680.0
780,14286.0,480.0
781,12152.0,624.0
782,0.0,480.0
783,5756.0,607.0
784,7692.0,650.0
785,10345.0,1252.0
786,6213.0,691.0
787,5091.0,444.0
788,0.0,1000.0
789,7742.0,480.0
790,10400.0,500.0
791,18636.0,1424.0
792,8980.0,680.0
793,3821.0,615.0
794,4070.0,860.0
795,0.0,525.0
796,6279.0,290.0
797,20833.0,1800.0
798,10000.0,600.0
